RR,PR,QRS,QT,ST
860.0,148.0,44.0,220.0,176.0
856.0,48.0,44.0,220.0,176.0
856.0,152.0,44.0,220.0,176.0
856.0,44.0,44.0,220.0,176.0
860.0,148.0,44.0,224.0,180.0
856.0,152.0,44.0,220.0,176.0
856.0,148.0,48.0,220.0,172.0
856.0,148.0,44.0,220.0,176.0
860.0,44.0,44.0,228.0,184.0
856.0,148.0,44.0,228.0,184.0
,148.0,44.0,224.0,180.0
