RR_mean,RR_std,PR_mean,PR_std,QRS_mean,QRS_std,QT_mean,QT_std,ST_mean,ST_std
857.2,1.8330302779823362,120.72727272727273,46.20328777969045,44.36363636363637,1.149919149152138,222.1818181818182,3.1281182789245916,177.8181818181818,3.5628941713209863
