RR_mean,RR_std,PR_mean,PR_std,QRS_mean,QRS_std,QT_mean,QT_std,ST_mean,ST_std
872.0,45.36077600747148,131.63636363636363,39.5043673702328,45.45454545454545,4.5996765966085515,218.54545454545453,12.680433290300138,173.0909090909091,17.148837996438687
