RR_mean,RR_std,PR_mean,PR_std,QRS_mean,QRS_std,QT_mean,QT_std,ST_mean,ST_std
1122.5,986.7862200687883,107.56204379562044,54.90839901102823,39.56204379562044,33.40240415182969,141.13868613138686,87.44609872495946,101.57664233576642,87.12284494524859
